C1_skew,C4_skew,T3_skew,T4_skew,T5_skew,S1_skew,S2_skew,S3_skew,C5_skew,C6_skew,Imputed_C7_skew,C3_,Imputed_C2,I3_bins_new,Y1,Y2
0.03620919281118245,1.3818417285735651,1.2697946438963241,2.4411945873372636,0.33182567911404676,0.21010144305286216,0.194749292538523,0.16642536762685997,0.024701178605294524,0.9649841046691546,0.0400483438376761,1,1.0,2,0,1
0.05410413841097482,0.9521234447469281,1.2461900275148823,2.474772649154469,0.29570848482032697,0.12349533395992744,0.22290835684686552,0.1653138126796624,0.042044501713162756,-0.0,0.028732619382654916,0,0.0,2,1,0
0.028768048993835456,1.2908262440176494,1.270902188718133,2.4134333296886945,0.4209613689514323,0.40050894791289954,0.1360747339604515,0.17608648507466015,0.02234158027857398,-0.0,0.015383514142386546,0,1.0,2,1,0
0.04948044978462866,1.283435910860183,1.2890150613901592,1.7449744064322237,0.41944279059465567,0.3635263931648247,0.15595924232541553,0.21050896404457925,0.021989636406952555,-0.0,0.016540724943119284,0,1.0,2,1,1
0.026053642326458213,0.7634953274613602,1.222613377314235,2.055109362379351,0.25833518660795873,0.193174961554688,0.2080758535168364,0.17325356502003383,0.024068938050884104,0.9596501237247568,0.113831813720816,1,1.0,1,0,1
0.029798075610841464,0.5852721830021064,0.9774098397410736,2.4621959116484726,0.2135331006613173,0.1349160151325162,0.11187954191179939,0.1472575144643893,0.031593680705790314,-0.0,0.07426481623115343,1,1.0,3,0,1
0.03741834930631608,1.1193336365337212,1.2157340989935408,3.550181922855388,0.1996204120097248,0.22479012131363296,0.14674495744048768,0.10976505488383673,0.022809316056365745,-0.0,0.01283082466666254,0,1.0,2,1,1
0.02902845487255673,1.5128569126904696,1.2393881751647478,4.014925650088984,0.4065788570595493,0.21123576744164257,0.21730056181592666,0.16514704907053804,0.01703755804731176,-0.0,0.10589988201494545,0,0.0,2,1,0
0.031286490172662475,0.8105087879652524,1.269765071508529,1.7492016925330307,0.42256410939814304,0.16194582350297348,0.18033291525338815,0.24613387918006885,0.028577028992729323,-0.0,0.0856692664591087,0,1.0,3,1,1
0.03270976432240537,0.8484049622231763,1.2205424428937246,1.594047392822643,0.2808610076870197,0.3445680093216855,0.20514936161382924,0.2498539697412274,0.02071405085294908,-0.0,0.10545043260941406,1,1.0,2,1,0
0.031043028485278915,1.2355187097794682,1.2454646220529875,1.7809316195301583,0.4734099845815344,0.21626455926095192,0.1546624802397782,0.18931894221271942,0.0178040537321606,-0.0,0.0028312363947629354,0,1.0,2,1,1
0.03702122519736819,1.2803227684930498,1.171529627867575,2.798116034417926,0.21219515835806538,0.14779660473122846,0.16347482926939055,0.22053180287071183,0.026316048668319457,0.9618517295475895,0.029037145241149556,1,1.0,2,0,1
0.039682278864997096,1.017939202279759,1.3225566796797885,1.8428132277793097,0.4969707290079882,0.3125317414296284,0.22378928046277163,0.2063484416057399,0.02471602281495074,0.9636162076061201,-0.0,0,1.0,2,0,1
0.06309894562746768,1.318357073347116,1.2123518699888083,2.206618750782818,0.2614662875691149,0.22719669514583862,0.25293525866126365,0.1272893429831923,0.02365561775663414,-0.0,0.06905518012381945,1,1.0,2,1,1
0.051902499820539794,0.3927592677610326,1.1806323348352392,2.974466962104105,0.07025660823954773,0.23323358183986126,0.10451539979166918,0.10912263266095822,0.03867791217271586,-0.0,0.10656567314770883,1,1.0,3,1,1
0.036820457536404866,1.081318307638136,1.205350468931885,1.6298901218631043,0.30404580324729147,0.24043049779698056,0.10566721245057459,0.2028224151319823,0.014715128687805534,-0.0,0.1104305406499492,1,1.0,1,0,1
0.0251987111499012,1.017939202279759,1.129830036534631,2.3745669559780085,0.31944529636624436,0.27027439226850913,0.2321374114973639,0.18280260016024355,0.01632908405296833,-0.0,0.09472675287508854,1,1.0,2,1,1
0.029286917697595158,1.4691734789460702,1.2953104880209092,2.226609519137736,0.11655725273916236,0.16628782689797014,0.11771914279467967,0.1122045221143854,0.0363062056318606,-0.0,0.06965986480536668,1,1.0,2,1,1
0.04925942053222261,0.9582007361095439,1.1854125253388794,1.6359834814380576,0.08545015020665181,0.18985494645217632,0.1455835393520576,0.08734590044379162,0.024450915215490285,0.9655466481597216,0.0623468228742562,1,1.0,1,0,1
0.04511746342858792,1.5673018678791681,1.262454011014438,2.33001402593387,0.349045327622549,0.20582402135186725,0.20516559128311898,0.2083632077401254,0.028296548680995817,-0.0,0.10589988201494545,0,1.0,2,1,0
0.025485837854842992,1.6730402030630247,1.1751904820031238,2.1236158178245756,0.23944657801369695,0.16556168399143817,0.10532655992575433,0.03230449021522813,0.027106071230576404,0.9618517295475895,0.13837029577930518,1,1.0,2,0,1
